업종명,기업체명,소재지,주생산품,전화번호
전기장비,이에스테크놀러지(주),"충청남도 천안시 서북구 백석공단1로 70, 가동 1층(백석동, 화성조명)",LED조명기기 등 전구,
기타기계 및 장비,이엔아이,충청남도 천안시동남구 안서동 산 29번지 단국대학교 생명공학창업보육센터 303호,음식물 감량화 처리시설,041-522-1717
금속가공제품(기계 및 가구제외),이엔텍,충청남도 천안시 서북구 성환읍 와우2길 148-3,법랑판넬,041-581-7050
기타기계 및 장비,이엔텍 주식회사,충청남도 천안시 서북구 입장면 위례성로 1898-6 ((주)이엔택),"농업용기계(액상비료살포기,액비저장조 등)",041-583-2721
전기장비,이연쏠라스톤 주식회사,충청남도 천안시 동남구 통미2길 51 (풍세면),태양광보도블럭외,041-573-8100
1차금속,이오에스(EOS),충청남도 천안시 서북구 입장면 도림길 26-24,"동 배관가공품, 황동가공품, 온수 분배기, 비대면 자동 살균 분무기",
기타제품,이천플라스틱,충청남도 천안시 서북구 성환읍 대홍3길 128-16 (이천프라스틱),플라스틱 재생원료,041-581-4016
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",이츠하크,충청남도 천안시 동남구 안서동 115,"메모리겸용, 스마트폰거치대",041-555-2789
화학물질 및 화학제품:의약품제외,이키국제상사(주),충청남도 천안시 서북구 성환읍 문화촌1길 40 (선진정밀),가공염및제재염,
전기장비,이피에스,충청남도 천안시서북구 신당동 366-7번지 외 5필지,멀티플렉스와이어,041-585-0377
전기장비,이피엠스(주),충청남도 천안시 서북구 입장면 섶머리2길 12-16,"특수전선,니켈전선,보상도선",041-585-0377
인쇄 및 기록매체복제업,이화,충청남도 천안시 동남구 목천읍 교천지산길 138 (제일벽지),종이벽지생산,070-4355-0515
전기장비,이화전기,충청남도 천안시서북구 신당동 40번지,전기회로개폐기등,041-574-6906
"의료, 정밀, 광학기기 및 시계",인사이드,충청남도 천안시 서북구 백석공단1로 10 (백석동) A동 6F층 614호,게측기 또는 시험기 제조업,
비금속광물제,인성소재,충청남도 천안시 동남구 동면 화복로 3-43 외 1필지,도자기,
화학물질 및 화학제품:의약품제외,인성코스,충청남도 천안시 서북구 성거읍 천흥리 372-1번지,바디로션,
기타기계 및 장비,인세미텍(주),충청남도 천안시 서북구 감나무골길 40-9 (업성동),웨이퍼제조및가공장비,041-547-3580
기타기계 및 장비,인싸이토(주),충청남도 천안시 서북구 성거읍 성거길 112 ((주)SKC),바이오연구용기기,041-550-9760
의료용물질 및 의약품,인싸이토(주),충청남도 천안시 서북구 입장면 홍천리 18-28,바이오칩(세포계수기 포함),041-415-2362
고무제품 및 플라스틱제품,인테그로,충청남도 천안시 서북구 직산읍 부송1길 55-14 (직산읍),반도체 장비 부품 가공,041-531-8855
전기장비,인테크놀러지,충청남도 천안시 서북구 부대동 275,"차량LED, 등기구",070-4324-0883
자동차 및 트레일러,인팩혼시스템(주),충청남도 천안시 동남구 용원1길 7 1층,"HORN,A/C KIT",070-4310-2674
고무제품 및 플라스틱제품,인하우스플러스(주),충청남도 천안시 서북구 직산읍 성진로 434-44,ABS 천장재,
금속가공제품(기계 및 가구제외),일광금속 유한책임회사,충청남도 천안시 동남구 풍세면 보성리 799번지 외 1필지,"자동차부품, 단조제품",055-744-2155
고무제품 및 플라스틱제품,일광산업,충청남도 천안시서북구 직산읍 양당리 3-2번지,플라스틱,
비금속광물제,일광산업,충청남도 천안시서북구 직산읍 부송리 63-2번지,적벽돌,
산업용 기계 및 장비수리업,일레븐,충청남도 천안시 서북구 성환읍 송덕리 147-9,보수(수리)용 건설장비부품(버켓 등),
섬유제품,일성연사,충청남도 천안시 서북구 성환읍 상덕매주길 185 (유진기업),"P.E사,면사",041-581-2336
"펄프,종이 및 종이제품",일성판지,충청남도 천안시 서북구 성환읍 송덕리 120,골판지상자,
기타기계 및 장비,일신무역상사,충청남도 천안시 서북구 성거읍 석문길 311 ((주)엠스타마이크로파),"공작기계, 기어, 동력전달장치",041-569-2588
비금속광물제,일신산업(주),충청남도 천안시 서북구 성환읍 잠실길 61 (일신산업(주)),적벽돌,041-581-5720
금속가공제품(기계 및 가구제외),일신프라스틱,충청남도 천안시 서북구 성환읍 대홍2길 10 외 1필지,철구조물,
기타기계 및 장비,일심공예사,충청남도 천안시 동남구 성남면 석곡3길 77-78 (일심공예사),목재문,041-556-6545
섬유제품,일진산업,충청남도 천안시서북구 성환읍 성월리 198-3번지,자동차 시트카바,041-588-0080
기타기계 및 장비,일진산업 주식회사,충청남도 천안시 서북구 2공단7길 15 (차암동),헤더파이프  외,041-621-2462
기타기계 및 장비,일진산업 주식회사,"충청남도 천안시 서북구 2공단6길 7 (차암동, 일진산업(주))",Header Pipe 외,041-621-2462
기타기계 및 장비,일진산업 주식회사  ,충청남도 천안시 서북구 2공단1로 148 (차암동),플레이트 외 수종 ,041-621-2462
자동차 및 트레일러,일진산업사,"충청남도 천안시 서북구 2공단6길 7 (차암동, 일진산업(주))","SHROUD,H/P,D/C",041-554-2462
기타기계 및 장비,일진열기 주식회사,충청남도 천안시 서북구 2공단7길 15 (차암동),라디에이터 외,041-567-2193
기타기계 및 장비,일진열기 주식회사 ,충청남도 천안시 서북구 2공단1로 148 (차암동),"콘텐셔, 라디에이터, 핀쿨러  ",041-567-2193
화학물질 및 화학제품:의약품제외,입장농업협동조합,충청남도 천안시서북구 입장면 호당리 200번지,부산물 비료퇴비,041-585-5832
,입장석재,충청남도 천안시서북구 입장면 신두리 425번지,석재부속품,041-585-9954
화학물질 및 화학제품:의약품제외,자경케미칼(주),충청남도 천안시 서북구 성거읍 성거길 196 (자경케미칼),"제지화학, 정밀화학",041-622-0774
식료품,자담촌(주),충청남도 천안시 서북구 입장면 신대길 98,고춧가루,041-568-7112
화학물질 및 화학제품:의약품제외,자원자생공사,충청남도 천안시 동남구 성남면 석곡1길 85-11 ((주)일성),"가축사료,농토비",041-554-8810
기타기계 및 장비,자평테크,"충청남도 천안시 서북구 직산읍 직산로 136, 차세대에너지센터 208호 (천안밸리)","LCD, 반도체, 산업기계 자동화장비",041-575-1280
의료용물질 및 의약품,장바이오텍(주),충청남도 천안시 동남구 단대로 119 (안서동) 산학협력단 생명공학창업보육센터 104호,"Bio분해촉진제, 보조사료, 세정제, 탈취제",041-417-0609
전기장비,장애인복지 중전기사업단,충청남도 천안시 동남구 성남면 대흥1길 173-49,배전반 및 전기자동제어반,041-417-0311
비금속광물제,장원소재(주),충청남도 천안시 동남구 동면 화복로 389,"미분쇄고령토, 보행MAT,코이어네트,식생매트,보행매트,목재덱,LED경관조명기구,디자인형울타리,논슬립",041-566-0222
금속가공제품(기계 및 가구제외),장인메탈,충청남도 천안시 서북구 성거읍 문덕리 217-27번지,"전해연마품, 니켈도금품",041-565-6061
식료품,장인촌,충청남도 천안시 동남구 광덕면 광치마을길 81,"장류, 메주",
금속가공제품(기계 및 가구제외),재경공업사,충청남도 천안시 동남구 풍세면 잔다리길 38 (대호정공),"리벳트,보트,손톱깎기부품",041-574-7881
"의료, 정밀, 광학기기 및 시계",재은정밀,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 M동 B120호 (백석동)",반도체제조용 정밀기기,041-906-5030
금속가공제품(기계 및 가구제외),재환지질(주),충청남도 천안시 동남구 풍세면 미죽1길 74,철골조립구조재,041-523-9088
섬유제품,전방(주) 천안공장,충청남도 천안시 서북구 직산읍 남산3길 21 (전방주식회사천안공장),면사,041-581-1371
금속가공제품(기계 및 가구제외),정공사,"충청남도 천안시 서북구 2공단3로 65 (업성동, 지엠씨텍)",반도체부품의 도금품 및 표면처리품 ,041-562-8266
금속가공제품(기계 및 가구제외),정광판금,충청남도 천안시 서북구 백석공단1로 69 (백석동),반도체장비 후렘 및 철재케이스,041-532-9890
1차금속,정금E.N.G,충청남도 천안시 서북구 입장면 내유리1길 19,"수배전반함,컨트롤박스",041-583-0935
금속가공제품(기계 및 가구제외),정도기업,충청남도 천안시 서북구 성환읍 왕림리 276-27,스틸파레트,
기타제품,정림이엔씨(주),충청남도 천안시 서북구 성환읍 성월수향길 62 ((주)에스앤피),"플라스틱 재생원료(PE, PP)",041-582-6127
고무제품 및 플라스틱제품,정명산업,충청남도 천안시 동남구 성남면 대흥2길 8,플라스틱호스,041-523-5252
금속가공제품(기계 및 가구제외),정밀가공지원센터(주),충청남도 천안시서북구 직산읍 삼은리 43-26번지,"LCD부품가공, 금형부품 가공",041-583-6662
기타기계 및 장비,정석중기정비,충청남도 천안시 동남구 목천읍 응원1길 130 (수산중공업),"기계식 삽, 스크레이퍼 등",041-563-7934
전기장비,정우산기(주) 수신공장,충청남도 천안시 동남구 수신면 5산단로 253,발전기부품,041-553-9000
자동차 및 트레일러,정우산업(주),충청남도 천안시서북구 직산읍 판정리 119-1번지,스피어타이어,
금속가공제품(기계 및 가구제외),정우상사,"충청남도 천안시 서북구 와룡길 38 (성환읍, 정우상사)",자동차부품도장(범퍼),041-588-1600
금속가공제품(기계 및 가구제외),정우상사,충청남도 천안시 서북구 성환읍 수향리 155-2 외 10필지,"자동차부품류(범퍼,본네트,문짝 등), 플라스틱 재생원료",041-588-1600
고무제품 및 플라스틱제품,정우창호산업,충청남도 천안시 동남구 성남면 대흥1길 153-17,플라스틱창호,
"의료, 정밀, 광학기기 및 시계",정우코리아,"충청남도 천안시 동남구 수신면 장산서길 181, (장산리 690-1)",발포기,041-522-7565
기타기계 및 장비,정우테크,충청남도 천안시 서북구 직산읍 부송로 275-22,프레스용금형,041-584-4406
섬유제품,정원섬유,충청남도 천안시 서북구 성환읍 잠실길 40,원단,
섬유제품,정일산업,충청남도 천안시 서북구 직산읍 직산안길 18 (모아정),섬유,
식료품,정주콘크리트(주),충청남도 천안시 동남구 성남면 봉양1길 128 (정주콘크리트(주)),수로관,041-553-3648
기타기계 및 장비,정진,"충청남도 천안시 서북구 직산읍 4산단5길 25-1, C동 101호 외 1",항공기 부품 등,041-588-9201
가구,정진전자(주),충청남도 천안시 서북구 입장면 위례성로 1801 (한국트로닉스),영상기기,041-585-9750
자동차 및 트레일러,정화제기(주),충청남도 천안시서북구 직산읍 군동리 66번지 직산로 256,자동차부품,041-521-5471
기타기계 및 장비,정화제기(주),충청남도 천안시 서북구 직산읍 직산로 256 (정화제기(주)),플라스티성형용금형,041-521-5471
기타기계 및 장비,제니스로직(주),충청남도 천안시서북구 불당동 7-2번지,와인냉장고,041-552-2580
기타기계 및 장비,제닉스(주),충청남도 천안시 서북구 직산읍 양당리 218-4 외 5필지,평판디스플레이 제조용장비,041-521-5852
금속가공제품(기계 및 가구제외),제세산업,충청남도 천안시 서북구 봉주로 196 (성거읍),잡철물(고액분리기),041-552-8771
기타기계 및 장비,제연정밀기술,충청남도 천안시 서북구 성환읍 수향리 261-1 외 1필지,반도체 장비부품,
전기장비,제원시스템 주식회사,충청남도 천안시 동남구 성남면 5산단3로 47,"본넷트 케이블, 연료장치 오프너 케이블",041-552-1908
금속가공제품(기계 및 가구제외),제이더블유하이텍,"충청남도 천안시 서북구 직산읍 4산단5길 25-14, C동 107호",반도체장비 부품,041-587-1071
기타기계 및 장비,제이에스이엔지,충청남도 천안시 동남구 미나릿길 60 (오룡동),공기조절장치,
전기장비,제이에스전선(주),충청남도 천안시 동남구 풍세면 풍세3길 39 (제이에스전선(주)) (총 19 필지) 외 18필지,"통신선,동선,고무절연선,케이블",041-566-5641
전기장비,제이에스전선(주) 목천공장,충청남도 천안시 동남구 목천읍 학수소사길 219-27,"구리선,일반케이블,선박용전선",041-566-5641
자동차 및 트레일러,제이에스정밀,충청남도 천안시 동남구 목천읍 도장로 71-20 외 4필지,공조기부품,
자동차 및 트레일러,제이에스하이텍,충청남도 천안시 동남구 목천읍 도장로 71-15 외 7필지,"오디오,에어콘",
기타기계 및 장비,제이엘솔루션(주),"충청남도 천안시 서북구 천안대로 1223 -24(부대동, 공주대학교천안공과대학) 산학협력관 306,307호",수처리설비(산업용정수기),041-562-2341
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",제이엠테크(주),충청남도 천안시서북구 두정동 393-27번지,대형pc,041-583-1096
금속가공제품(기계 및 가구제외),제이텍,충청남도 천안시 서북구 4산단7로 16 -3(업성동),절삭가공품,041-583-7121
전기장비,제일기전(주),충청남도 천안시 서북구 직산읍 군서3길 1 (제일기전(주)),"수,배전반,무선계측제어장치",041-581-0541
자동차 및 트레일러,제일분체성환공장,충청남도 천안시서북구 성환읍 율금5길 135,철골조 분체도장,041-582-4821
금속가공제품(기계 및 가구제외),제일윈텍(주),충청남도 천안시 동남구 수신면 5산단로 110 ((주)제일원택),"반도체,LCD장비용부품",041-522-7024
금속가공제품(기계 및 가구제외),제일윈텍(주),충청남도 천안시서북구 직산읍 신갈리 266번지,"반도체,LCD GIG, 수리작업",041-522-7024
금속가공제품(기계 및 가구제외),제일윈텍(주),충청남도 천안시 동남구 성남면 화성리 477번지,"PDP,LCD,JIG 세정수리작업",054-587-7024
금속가공제품(기계 및 가구제외),제일윈텍(주) 제1공장,충청남도 천안시서북구 직산읍 신갈리 268번지,재생 JIG,041-587-7024
금속가공제품(기계 및 가구제외),제일이엠씨(주),충청남도 천안시 동남구 목천읍 도장로 193-7,방화문 철판절단절곡,041-569-0057
기타기계 및 장비,제일테크(주),충청남도 천안시 서북구 성환읍 대홍리 243-4,반도체 제조용 부품,031-675-4500
금속가공제품(기계 및 가구제외),제일테크롤로지,"충청남도 천안시 서북구 성환읍 대홍3길 68-1, (대홍리 243-16)",철구조물,031-675-4500
기타기계 및 장비,제일플라텍(주),충청남도 천안시서북구 입장면 홍천길 46-33(제일케미텍),"공기조절장치,공기조절관",041-585-8705
전기장비,젠텍,충청남도 천안시 서북구 직산읍 상덕리 215-42 외 1필지,자동전기제어판넬(plc내장배전반),041-521-5852
기타기계 및 장비,조은메디칼,충청남도 천안시 서북구 성환읍 연암율금로 279,의료기기(일회용),041-588-6605
기타기계 및 장비,조이텍,"충청남도 천안시 서북구 백석공단1로 47 (백석동, (주)비젼테크놀로지)",금형부품,041-569-2255
기타기계 및 장비,조인테크,충청남도 천안시 서북구 양당1길 25 (직산읍),평판디스플레이 제조용 컨베이어,041-584-2019
"펄프,종이 및 종이제품",종서,충청남도 천안시 서북구 성환읍 율금3길 8 외 1필지,종이식품용기,041-581-0977
의료용물질 및 의약품,종흥제약,충청남도 천안시동남구 성남면 화성리 30번지,의약품,041-574-7240
금속가공제품(기계 및 가구제외),㈜그린환경,충청남도 천안시 동남구 광덕면 광덕로 412,재활용골재.육상골재,041-565-2121
비금속광물제,㈜도성이엔에이,충청남도 천안시 동남구 광덕면 차령고개로 645-9  ,아스콘,041-567-6699
목재 및 나무제품(가구제외),㈜비젼월드,충청남도 천안시 서북구 입장면 연곡길 172-22 외 5필지,"목재칩, 목분, 땔감",041-553-1158
전기장비,㈜선진이엔지,충청남도 천안시 서북구 직산읍 직산안길 9-14,PLC(프로그램 내장 컨트롤러),041-521-5852
고무제품 및 플라스틱제품,㈜세운테크,충청남도 천안시 동남구 병천면 매봉로 248,플라스틱 배관,
기타기계 및 장비,주시회사 에스지티,충청남도 천안시 서북구 직산읍 모시리 215,반도체 장비 부품(검사용),041-548-0127
전기장비,주식회사  제이엠코스메틱,충청남도 천안시 서북구 백석공단3길 34 (백석동),"자동화기계,마스크",041-414-1090
식료품,주식회사  지상,충청남도 천안시 서북구 성거읍,"천연식품첨가물,화학살균소독제",041-622-0080
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사  코멧네트워크,충청남도 천안시 서북구 성환읍 잠실길 7 (수향리 145) 1동,인쇄회로기판,02-6964-7818
섬유제품,주식회사 가호,충청남도 천안시 서북구 직산읍 금곡로 52-11 (주)신화정밀,마스크,041-414-7119
"의료, 정밀, 광학기기 및 시계",주식회사 각성,충청남도 천안시 서북구 석문길 222 (성거읍),의료용레이저기기,041-557-8872
기타기계 및 장비,주식회사 경성금형,충청남도 천안시 동남구 풍세면 삼태리 112-1,반도체금형부품,041-532-8534
"펄프,종이 및 종이제품",주식회사 경진,충청남도 천안시 서북구 직산읍 신갈리 89-16,판지상자,041-521-5852
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 고산테크,충청남도 천안시 서북구 백석공단5길 15 (백석동),"미세압력제어장치, 순환공급장치, 클러스터헤드모듈, INKJETSYSTEM",041-584-4096
기타기계 및 장비,주식회사 광성테크,충청남도 천안시 서북구 백석공단1로 70 (백석동),반도체 엘시디 장비의 자동제어기기,041-579-9155
기타제품,주식회사 광원,"충청남도 천안시 서북구 백석공단4길 15 (백석동, (주)석천)",임대업,070-4055-7702
식료품,주식회사 굿투비텍,"충청남도 천안시 서북구 2공단2로 97, 1동 5층 505호(차암동) 1동 5층 505호",식품 첨가물,041-554-2253
금속가공제품(기계 및 가구제외),주식회사 그랜드우성,충청남도 천안시 동남구 광덕면 광덕로 258-16,"냉동.냉장고, 소독.보온고류, 가스렌지",041-621-8070
"펄프,종이 및 종이제품",주식회사 그린올,충청남도 천안시 동남구 수신면 5산단로 158,종이멀칭지,041-557-8272
화학물질 및 화학제품:의약품제외,주식회사 그린폴리머,충청남도 천안시 서북구 직산읍 군수1길 93,고분자 신소재,041-585-0702
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 글로벌소재,"충청남도 천안시 서북구 2공단3로 15-1, (성성동493-4)에이동 201호 (성성동)","coil,sleeve",041-622-1136
전기장비,주식회사 글로우원,"충청남도 천안시 서북구 연곡길 443 (입장면, TMC(주))",LED 조명,041-589-6413
화학물질 및 화학제품:의약품제외,주식회사 글루가,충청남도 천안시 서북구 2공단8길 45 (업성동),"붙이는 반경화 젤네일, 메니큐어",041-902-5661
전기장비,주식회사 금강엘테크,충청남도 천안시 동남구 성남면 대흥1길 153-47 외 1필지,LED가로등기구,041-415-0610
기타기계 및 장비,주식회사 기산,충청남도 천안시 서북구 백석공단4길 8 (백석동),"용수처리및공급장비,정화장치,컨베이어및악세사리,수처리및공급장치,울타리재료및제품배관유체조절시스템장비및부품,재활용품압축기",041-558-0737
식료품,주식회사 기운찬,"충청남도 천안시 서북구 직산읍 직산로 136, 정밀가공지원센터 1층","복합버섯균사체 배양물, 기운찬버섯GMK, 기운찬버섯GMK2 등",041-579-2203
고무제품 및 플라스틱제품,주식회사 나익스,"충청남도 천안시 서북구 직산읍 직산로 136, 생산관 3311호",그레이팅덮개,041-581-2201
전기장비,주식회사 남일,충청남도 천안시 서북구 백석공단1로 58 (백석동),축전지 외,041-522-8456
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 네이션스,충청남도 천안시 서북구 성환읍 신방로 302-1,전자제품등의 박막코팅,041-415-1717
"의료, 정밀, 광학기기 및 시계",주식회사 녹십자메디스,"충청남도 천안시 서북구 2공단2로 95, 5층 503호 (차암동, 천안테크노타운)",혈당측정 시스템 등 진단의료기기(시약),041-529-8403
비금속광물제,주식회사 뉴실리카(지점),"충청남도 천안시 서북구 2공단5로 89 (차암동, 일반공장)","glass nail file, cap glass, photo glass",070-8832-5100
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 다성전자회로,충청남도 천안시 서북구 2공단7길 50 (차암동),RFID TAG,041-564-6001
섬유제품,주식회사 다온스마트텍,충청남도 천안시 서북구 성거읍 망향로 903-4 4동,"마스크(덴탈, KF94)",070-8670-3366
기타기계 및 장비,주식회사 다우텍,충청남도 천안시 서북구 직산읍 부송1길 48,수처리용 기계,041-555-8932
기타기계 및 장비,주식회사 다우텍,충청남도 천안시 서북구 직산읍 2공단5로 115,벨트컨베이어 등,041-564-3667
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 다원씨티에스,충청남도 천안시 동남구 풍세면 풍세산단로 15,자동화장비 부품,041-561-2530
섬유제품,주식회사 닥터로즈 제2공장,충청남도 천안시 서북구 성환읍 우신새터길 23,직물제 마스크(공산품 마스크),02-3411-6687
기타기계 및 장비,주식회사 대로,"충청남도 천안시 서북구 수레터1길 27, 1동 (차암동)",축산용 환풍기,041-551-4960
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 대성,충청남도 천안시서북구 직산읍 양당리 141번지,컴퓨터주변기기,041-521-5852
고무제품 및 플라스틱제품,주식회사 대영산업,충청남도 천안시 동남구 성남면 대흥1길 153-16 외 2필지,러버콤파운드 외,041-415-0966
고무제품 및 플라스틱제품,주식회사 대원유지,충청남도 천안시 동남구 성남면 대흥리 481-34 외 1필지,"동물성정제유(비식용),식물성정제유(비식용),식물성왁스",
자동차 및 트레일러,주식회사 대원총업,충청남도 천안시 서북구 성거읍 오송1길 114-54 ,차량용 및 산업용 스프링,02-318-6387
자동차 및 트레일러,주식회사 대일산업,충청남도 천안시 서북구 입장면 연곡길 268,자동차용 완충기부품,041-582-7926
고무제품 및 플라스틱제품,주식회사 대한,"충청남도 천안시 서북구 2공단5로 8 (업성동, (주)대한)",자동차부품(스폰지 PAD),041-621-5311
기타기계 및 장비,주식회사 대흥이앤지,충청남도 천안시 서북구 명우리길 70 (성거읍),반도체 웨이퍼 검사장비 부품,041-581-8330
고무제품 및 플라스틱제품,주식회사 더원팩,충청남도 천안시 서북구 성환읍 왕림리 301 번지외 5필지,합성수지 SHEET,031-321-8061
식료품,주식회사 더존푸드,충청남도 천안시서북구 신당동 437번지,수육가공품,041-564-9972
금속가공제품(기계 및 가구제외),주식회사 덕신하우징 제2공장,충청남도 천안시 동남구 수신면 속창리 268번지,데크플레이트,041-558-4461
"의료, 정밀, 광학기기 및 시계",주식회사 동방메디컬,충청남도 천안시 동남구 광덕면 차령고개로 1079,으료동 주사 침,041-522-1877
전기장비,주식회사 동우이엔지,충청남도 천안시 서북구 직산읍 부송로 275-33,반도체 생산설비 자동제어반,041-581-6664
고무제품 및 플라스틱제품,주식회사 동원,충청남도 천안시 서북구 직산읍 성진로 166-19 외 1필지,플라스틱 자동차 부품,
고무제품 및 플라스틱제품,주식회사 동일인더스트리,충청남도 천안시 서북구 성환읍 왕지4길 66-43,"고무삽날 ,  고무패드",041-554-6530
금속가공제품(기계 및 가구제외),주식회사 동주종합건설,충청남도 천안시 서북구 성환읍 수향리 66번지 외 2필지,건물용 금속 계단 및 사다리 등,031-466-0229
전기장비,주식회사 두코,"충청남도 천안시 서북구 직산읍 직산로 136, 생산관 2105호 (직산읍)",초음파 해충퇴치기,1644-3880
고무제품 및 플라스틱제품,주식회사 디와이엠 솔루션(2),충청남도 천안시 서북구 2공단7길 33 (차암동),전선피복제,041-621-6250
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 디케이엘엔에이치,"충청남도 천안시 서북구 백석공단4길 15, 1동 2층 (백석동)",시트봉제전자부품,041-622-6023
전기장비,주식회사 라온플라즈,충청남도 천안시 서북구 성환읍 각금2길 30-10,전원공급장치,
화학물질 및 화학제품:의약품제외,주식회사 라파스,충청남도 천안시 서북구 2공단8길 51 (업성동),화장품용 피부 미용 패치,070-4483-9740
화학물질 및 화학제품:의약품제외,주식회사 라피끄,충청남도 천안시 서북구 백석공단3길 12 (백석동),화장품,02-2263-9782
전기장비,주식회사 레이제라,"충청남도 천안시 서북구 백석공단1로 10, 4층 M407호(백석동, 천안 미래에이스하이테크시티)",정밀 자동화 장비 및 레이저 용접 장비,
화학물질 및 화학제품:의약품제외,주식회사 루브텍시스템,충청남도 천안시 동남구 풍세면 용정리 1023번지,조제 윤활유,041-574-5101
전기장비,주식회사 리드원,"충청남도 천안시 서북구 2공단2로 95 (차암동, 천안테크노타운) 1동 2층 203호","방전 램프용 안정기, 전기 및 램프, 일반용 전기 조명장치",041-417-0004
전기장비,주식회사 리움,"충청남도 천안시 동남구 문암로 76 (안서동, 백석대학교) 학생복지관 BI센터 315호",컴퓨터 주변기기 등,041-415-2789
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 마이크로티에스,충청남도 천안시 서북구 입장면 섶머리2길 12-18,"PogoPin,세라믹히터,자동화장비",041-622-2010
전기장비,주식회사 명성기전,충청남도 천안시 서북구 직산읍 상덕로 210-34,반도체장비 전기판넬(plc 배전반),
고무제품 및 플라스틱제품,주식회사 명품이피에스기업,충청남도 천안시 동남구 수신면 발산길 7,스티로폼,
화학물질 및 화학제품:의약품제외,주식회사 미래정보산업,"충청남도 천안시 서북구 2공단2로 95, 1동 5층 501호(차암동, 천안테크노타운) 1동 5층 501호",천연유기농샴푸(소리쟁이샴푸),041-542-1197
전기장비,주식회사 바디프랜드,충청남도 천안시 동남구 수신면 수신로 28,안마의자,
식료품,주식회사 바이오360 ,"충청남도 천안시 서북구 2공단8길 45, 업성동623-4 (업성동)","홍삼,유산균,콜라겐,프로폴리스,강아지유산균필름",041-622-0360
식료품,주식회사 바이온씨케이,충청남도 천안시 동남구 목천읍 운전리 41-4번지 외 2필지,"사골육수, 혼합양념",
화학물질 및 화학제품:의약품제외,주식회사 바이콘,"충청남도 천안시 서북구 직산읍 직산로 136, 생산관 2305호",체외진단키드,1566-7185
기타기계 및 장비,주식회사 백천기업,충청남도 천안시 서북구 직산읍 상덕리 215-54 외 1필지,반도체 제조장비 기계부품,041-521-5852
기타기계 및 장비,주식회사 보명하이텍,"충청남도 천안시 서북구 2공단3로 59, (업성동625-7) (업성동)","반도체장비, 초순수설비",041-564-0061
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 브라이트코리아,충청남도 천안시 서북구 2공단7길 66 (업성동),FA 공장자동화 케이블 하네스,070-7535-4230
"펄프,종이 및 종이제품",주식회사 브레인엠알오,"충청남도 천안시 서북구 2공단2로 95, 2층 204호 (차암동, 천안테크노타운)",복사용지,041-581-0989
전기장비,주식회사 블루마마,"충청남도 천안시 서북구 백석공단1로 10, 엠동 428,429,430,431호(백석동, 천안 미래에이스하이테크시티)",비전기식 조리도구(도자기 이유식용기),041-622-8560
섬유제품,주식회사 비씨에스코리아,충청남도 천안시 서북구 성환읍 와룡길 16,마스크,041-588-6660
전기장비,주식회사 비엠이,"충청남도 천안시 서북구 직산읍 직산로 136, 2차 전지기술센터 210호, 211호, 212호(충남테크노파크) (직산읍)",충방전컨트롤러(UPS),041-569-5757
기타기계 및 장비,주식회사 비엠퓨어,"충청남도 천안시 서북구 2공단8길 45, 업성동 623-5 (업성동)",반도체 제조용 기계 장비,031-674-4300
전기장비,주식회사 비원,충청남도 천안시 서북구 직산읍 남산2길 122-6,자동제어반(계측) 제어장치 및 반도체 제조장비,070-5014-3578
금속가공제품(기계 및 가구제외),주식회사 빅스토어,충청남도 천안시 서북구 직산읍 금곡로 115-30,"논슬립, 도서소득기 외",041-555-7056
식료품,주식회사 빅쭌식품,충청남도 천안시 서북구 성거읍 천흥4길 91,김치류,041-588-7842
기타기계 및 장비,주식회사 새너,충청남도 천안시 서북구 직산읍 마정리 2-11,"반도체장비,센서",041-621-2020
식료품,주식회사 새로진,충청남도 천안시 동남구 성남면 5산단1로 81,육가공품,041-523-5249
식료품,주식회사 새롬웰푸드,충청남도 천안시 동남구 성남면 대흥1길 173-63,"뻥튀기 과자, 츄잉껌",041-553-9371
기타기계 및 장비,주식회사 새연,충청남도 천안시 서북구 직산읍 군수1길 136 외 3필지,반도체 제조,
인쇄 및 기록매체복제업,주식회사 선명,충청남도 천안시 서북구 2공단8길 45 (업성동) 3층,스크린 인쇄용 제판,041-908-7499
식료품,주식회사 선영푸드,충청남도 천안시 동남구 성남로 784 (수신면),과자류,041-622-7723
고무제품 및 플라스틱제품,주식회사 선일이엔지,충청남도 천안시 서북구 성거읍 새터길 150-5,"자동차부품, 생활용품, 화장품용기",041-585-7360
화학물질 및 화학제품:의약품제외,주식회사 성원엔지니어링,충청남도 천안시 서북구 2공단7길 50 (차암동),화학용액,041-621-2400
